,sofifa_id,height_cm,weight_kg,player_positions,weak_foot,work_rate,body_type,attacking_finishing,attacking_heading_accuracy,attacking_volleys,skill_dribbling,skill_long_passing,movement_reactions,movement_balance,power_stamina,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_sliding_tackle,F,Mid,D,Gk
10091,252079,169,62,2,3,High/Medium,Normal,45,50,48,67,70,66,87,54,39,47,34,59,66,56,68,53,61.0,62.92307692307692,54.285714285714285,13.0
10092,212513,190,75,2,3,Medium/Low,Lean,56,29,42,68,62,55,67,66,57,32,17,60,61,59,49,15,61.5,58.07692307692308,41.714285714285715,11.4
10096,222477,173,60,2,3,Medium/High,Lean,48,53,40,64,67,56,87,71,53,72,58,58,64,43,63,57,60.5,64.53846153846153,62.714285714285715,10.0
10097,223186,177,67,2,3,Medium/Medium,Lean,60,48,53,61,65,61,82,67,58,58,60,60,63,57,60,64,62.5,64.38461538461539,63.57142857142857,11.8
10098,224017,183,77,2,3,Medium/Medium,Normal,42,62,38,55,63,59,64,58,39,61,62,39,61,53,65,61,54.5,59.69230769230769,63.42857142857143,9.2
10100,224826,177,63,2,2,High/Medium,Lean,59,47,42,64,64,55,75,73,57,31,26,61,61,59,57,26,63.0,60.38461538461539,46.42857142857143,10.0
10101,225101,183,76,2,3,Medium/Medium,Lean,38,58,56,66,68,54,66,65,60,52,54,55,66,52,60,59,61.0,65.0,62.0,11.6
10102,225125,179,71,2,3,High/High,Normal,58,54,53,60,57,64,80,83,49,42,35,63,59,54,52,36,63.0,61.0,55.0,13.0
10104,228375,170,69,2,3,Medium/Medium,Lean,33,56,45,55,63,63,79,70,50,68,62,50,50,48,48,60,57.0,61.61538461538461,64.14285714285714,10.4
10106,228544,180,70,2,2,Medium/Medium,Lean,54,53,40,63,68,58,73,75,44,65,56,61,64,45,65,52,63.0,64.6923076923077,61.0,9.8
10107,228763,182,84,2,3,Medium/Medium,Normal,59,68,49,65,58,58,65,67,63,81,45,64,64,50,63,32,66.0,62.92307692307692,56.714285714285715,10.4
10108,229843,175,70,2,3,Medium/Medium,Lean,50,48,39,68,58,58,75,75,49,39,38,63,58,45,63,43,61.5,61.23076923076923,54.57142857142857,10.6
10109,230125,176,73,2,3,Medium/Low,Normal,58,54,46,63,59,56,72,62,43,69,31,60,64,53,58,56,63.0,61.07692307692308,55.57142857142857,11.0
10111,231109,188,80,2,2,Medium/Medium,Normal,48,71,46,67,65,55,52,57,62,44,66,57,66,66,62,58,62.5,63.76923076923077,62.857142857142854,8.4
10112,232250,179,72,2,4,Medium/Medium,Lean,45,44,36,63,66,62,70,63,62,66,58,48,68,45,63,61,58.0,63.46153846153846,62.285714285714285,10.8
10113,232871,186,70,2,3,Low/High,Normal,35,67,47,52,64,61,60,73,60,55,64,45,56,63,53,58,57.0,60.84615384615385,64.71428571428571,12.4
10114,234430,165,53,2,4,Medium/Medium,Lean,52,38,44,71,53,53,95,46,54,24,26,60,57,57,55,34,58.5,58.84615384615385,46.142857142857146,9.6
10117,235432,187,83,2,3,Medium/Medium,Normal,31,65,37,47,66,50,52,61,34,54,57,48,49,41,53,71,51.5,55.53846153846154,62.42857142857143,9.8
10118,235496,176,76,2,3,High/High,Lean,45,39,51,66,61,56,70,82,70,60,60,53,60,41,55,58,61.0,64.07692307692308,61.57142857142857,8.6
10120,236351,175,75,2,3,Medium/Medium,Normal,37,49,44,62,62,50,64,75,53,48,62,61,57,41,62,54,59.0,64.53846153846153,64.14285714285714,10.8
10122,237331,183,69,2,3,Medium/Medium,Lean,36,60,26,52,62,62,65,59,58,69,65,48,52,37,57,66,57.0,60.23076923076923,65.57142857142857,9.0
10126,239369,176,68,2,3,Medium/Medium,Normal,48,48,55,68,68,58,74,65,54,43,50,44,68,56,64,54,60.0,64.15384615384616,59.142857142857146,9.8
10132,241273,179,71,2,3,Medium/Medium,Normal,41,46,29,61,54,61,66,69,29,56,64,60,46,45,62,66,54.5,59.53846153846154,64.14285714285714,10.2
10136,242045,182,72,2,3,Medium/Medium,Lean,55,41,40,69,65,62,81,76,38,47,50,60,71,46,61,53,61.5,64.76923076923077,57.57142857142857,11.8
10137,242069,171,63,2,4,Low/Low,Normal,58,48,66,65,66,59,74,58,68,62,58,57,64,45,62,49,64.0,65.3076923076923,60.42857142857143,10.0
10138,243713,195,98,2,2,Low/High,Normal,26,65,30,51,65,55,33,70,25,60,62,41,55,45,48,67,51.5,56.69230769230769,61.714285714285715,11.0
10140,244419,178,73,2,4,High/High,Lean,44,56,36,68,51,60,77,72,39,50,63,59,50,43,55,54,59.5,62.07692307692308,63.142857142857146,11.2
10143,245986,180,70,2,3,Medium/Medium,Lean,46,51,35,65,65,62,67,53,59,58,55,66,67,52,60,47,61.5,63.69230769230769,58.0,7.6
10144,246057,178,70,2,3,Medium/Medium,Normal,56,62,48,58,67,66,70,68,62,67,65,52,55,49,57,59,61.0,63.07692307692308,65.0,10.6
10147,248041,182,70,2,3,Medium/High,Normal,58,58,46,60,57,71,65,89,44,48,60,62,61,41,48,61,63.0,63.38461538461539,64.85714285714286,7.4
10148,248058,179,68,2,2,Medium/Medium,Normal,51,38,41,69,51,57,75,32,43,31,18,67,65,53,49,25,61.0,58.23076923076923,42.142857142857146,9.4
10149,251831,168,64,2,3,Medium/Medium,Normal,58,52,50,60,69,57,88,52,37,64,35,58,66,53,67,55,61.5,62.76923076923077,55.142857142857146,8.2
10150,252088,186,76,2,3,Medium/Medium,Normal,58,66,56,63,68,69,55,62,55,68,50,71,58,57,69,58,66.0,65.46153846153847,61.857142857142854,11.4
10151,252523,176,65,2,4,High/Medium,Normal,55,47,48,71,48,52,81,64,47,43,21,57,55,51,62,23,63.0,58.30769230769231,46.42857142857143,8.4
10153,213376,178,79,2,3,Medium/Medium,Normal,45,65,27,49,61,63,62,62,54,78,63,50,60,40,64,69,57.0,60.38461538461539,66.42857142857143,11.4
10156,220912,180,70,2,3,Medium/Medium,Normal,50,35,54,68,65,64,70,68,66,50,44,54,67,48,60,53,62.0,64.38461538461539,57.0,10.8
10157,222329,174,60,2,2,Medium/Medium,Lean,53,49,44,67,59,54,85,68,52,57,41,55,60,50,57,32,61.5,60.84615384615385,52.42857142857143,11.2
10158,222611,171,67,2,3,Medium/Medium,Normal,55,49,59,67,67,60,67,65,62,61,51,65,63,54,61,50,64.5,65.15384615384616,58.42857142857143,10.4
10163,227287,183,67,2,2,Medium/Medium,Normal,57,61,51,70,64,55,74,74,65,56,63,53,56,44,50,61,63.5,65.23076923076923,63.42857142857143,10.8
10165,228518,185,74,2,3,Medium/High,Normal,33,63,31,54,46,62,78,63,26,67,66,46,35,38,64,63,51.5,54.53846153846154,64.0,11.2
10166,228638,182,67,2,4,Medium/Medium,Lean,59,42,51,63,63,59,72,76,62,42,57,58,67,59,71,54,62.5,64.6923076923077,59.57142857142857,11.2
10167,228833,176,70,2,3,Medium/Medium,Normal,51,56,52,66,65,66,80,65,57,61,65,57,64,59,59,63,64.0,65.92307692307692,64.71428571428571,11.2
10168,228894,167,68,2,3,Medium/Medium,Lean,54,51,48,67,50,58,68,68,36,34,33,60,50,39,47,43,61.5,59.84615384615385,54.42857142857143,10.4
10171,229472,179,68,2,4,Medium/Medium,Lean,52,50,48,66,67,64,75,66,50,49,35,60,65,58,67,51,63.0,63.30769230769231,54.714285714285715,11.2
10175,232117,182,77,2,3,High/Medium,Normal,31,49,31,64,55,56,65,72,32,62,58,53,52,47,58,64,54.0,60.69230769230769,65.14285714285714,8.6
10178,233880,188,78,2,3,Medium/Medium,Normal,38,63,27,52,67,57,57,57,42,66,64,43,58,41,54,59,55.5,60.69230769230769,63.42857142857143,9.0
10180,234382,180,68,2,2,High/Medium,Lean,29,55,31,59,49,65,77,70,51,70,62,49,48,36,60,64,56.0,59.38461538461539,65.57142857142857,10.4
10181,234991,174,72,2,3,High/Medium,Normal,58,41,51,64,62,64,81,90,55,49,58,61,59,58,53,50,63.5,64.61538461538461,61.285714285714285,10.4
10183,235456,170,66,2,3,Medium/High,Normal,45,55,39,66,63,64,84,69,47,60,63,63,68,35,62,59,62.0,65.84615384615384,64.42857142857143,12.0
10186,236427,185,81,2,3,Medium/Medium,Normal,28,44,38,67,69,55,69,69,55,64,51,48,62,44,68,54,57.0,63.76923076923077,59.714285714285715,9.4
10189,237218,183,75,2,3,High/High,Normal,39,47,41,65,69,60,81,70,50,64,60,55,61,43,63,58,58.5,64.15384615384616,62.857142857142854,9.8
10191,240942,176,65,2,3,Medium/Medium,Normal,57,63,41,59,66,62,75,62,56,61,65,55,60,48,58,60,61.5,63.92307692307692,63.857142857142854,8.2
10195,242542,180,70,2,3,High/Medium,Lean,31,57,33,64,53,62,60,69,28,66,64,54,45,42,59,65,54.0,59.0,65.71428571428571,10.4
10210,211987,183,77,2,3,Medium/Medium,Normal,39,50,45,67,66,65,66,68,47,51,56,45,62,44,54,64,59.0,63.84615384615385,63.285714285714285,11.2
10211,212170,184,73,2,3,High/Medium,Lean,59,58,48,66,60,62,65,77,60,55,61,56,55,57,59,62,64.0,64.46153846153847,64.28571428571429,7.6
10212,213670,179,80,2,3,High/Medium,Stocky,31,58,34,58,60,58,73,86,34,80,61,47,54,40,57,63,55.5,60.69230769230769,66.0,10.0
10213,213959,178,74,2,2,Medium/Medium,Lean,42,32,54,68,67,59,73,61,58,52,53,60,66,50,62,48,60.0,63.92307692307692,57.57142857142857,9.2
10216,215489,182,80,2,2,Medium/Medium,Normal,28,63,29,34,52,56,67,59,26,55,63,26,31,48,52,69,44.0,48.46153846153846,61.285714285714285,8.6
10217,215570,184,73,2,3,Medium/High,Normal,29,67,28,50,60,62,57,70,30,70,65,37,43,29,62,65,51.0,57.30769230769231,65.85714285714286,10.8
10219,219449,178,77,2,4,Medium/Medium,Lean,54,48,45,70,64,61,77,69,54,54,60,59,65,48,62,58,63.0,65.53846153846153,63.142857142857146,12.2
10224,222369,192,86,2,3,Medium/Medium,Normal,50,41,43,61,72,62,56,68,61,69,61,51,63,41,57,50,61.0,63.30769230769231,61.142857142857146,11.0
10225,222382,177,72,2,2,Medium/Medium,Lean,59,48,48,69,69,66,65,53,69,28,60,55,56,66,65,60,64.5,66.0,61.714285714285715,10.4
10226,222396,185,75,2,2,Low/High,Normal,41,64,27,50,57,60,66,75,34,70,66,53,59,31,67,62,56.5,60.38461538461539,65.28571428571429,12.2
10227,222405,175,75,2,3,Medium/High,Lean,49,55,45,62,63,62,85,91,54,84,67,57,62,52,64,65,61.5,65.38461538461539,68.28571428571429,12.0
10228,223097,170,69,2,3,Medium/Medium,Normal,54,51,47,66,65,69,82,64,58,65,63,53,66,57,66,56,63.5,65.6923076923077,62.857142857142854,12.0
10229,223813,185,79,2,3,Medium/Medium,Normal,48,59,34,45,66,64,70,69,68,66,65,35,46,50,65,63,57.0,58.23076923076923,63.142857142857146,10.8
10233,224407,183,80,2,3,Medium/Low,Normal,47,36,45,66,55,58,61,61,72,58,27,62,69,47,66,39,62.0,61.46153846153846,49.714285714285715,11.4
10234,224470,178,77,2,4,Medium/High,Normal,39,60,31,59,69,68,71,68,41,83,67,61,65,62,51,64,58.0,64.53846153846153,68.28571428571429,9.8
10238,225014,179,72,2,2,High/Medium,Lean,55,49,48,65,68,62,78,56,49,40,49,64,64,55,65,54,63.5,64.6923076923077,55.857142857142854,12.6
10241,225542,176,74,2,3,Medium/Medium,Normal,47,49,37,63,70,60,81,68,53,55,54,56,69,58,67,62,60.0,64.6923076923077,62.0,9.4
10243,225864,182,73,2,3,Medium/Medium,Lean,56,39,54,71,51,62,74,56,51,39,39,60,60,53,47,40,62.5,61.76923076923077,51.857142857142854,11.4
10248,228299,179,75,2,4,Low/Medium,Normal,41,45,47,64,72,63,74,73,63,76,64,45,61,49,63,55,57.0,63.0,61.0,9.4
10252,229998,176,70,2,3,High/High,Normal,39,43,36,59,52,60,78,86,34,53,56,51,44,42,46,61,55.5,59.76923076923077,63.714285714285715,10.8
10255,232901,185,75,2,3,Medium/Medium,Lean,48,38,42,60,68,60,63,77,54,63,62,53,63,47,69,48,59.0,63.76923076923077,59.857142857142854,11.6
10258,235095,178,72,2,4,Low/High,Normal,43,52,39,57,59,65,67,87,58,66,66,64,58,39,68,62,58.5,62.23076923076923,63.0,9.6
10259,235197,175,70,2,3,Medium/Medium,Lean,58,39,53,65,51,51,75,63,59,39,32,59,57,44,58,24,62.0,59.15384615384615,45.857142857142854,10.6
10264,237143,171,66,2,3,Medium/Medium,Normal,60,41,35,59,63,65,82,79,64,60,64,57,64,39,56,59,61.5,65.0,63.0,7.4
10270,241924,189,78,2,3,Medium/Medium,Lean,48,68,47,57,59,65,60,61,40,64,63,49,61,50,58,63,59.0,61.38461538461539,65.42857142857143,10.6
10271,241967,183,76,2,3,Medium/Medium,Lean,54,40,40,66,44,58,71,70,47,53,61,62,60,38,60,61,61.0,63.23076923076923,63.142857142857146,10.0
10272,242350,179,74,2,4,Medium/Medium,Lean,49,52,39,56,62,64,67,66,54,66,62,53,66,51,45,53,60.0,64.23076923076923,61.857142857142854,11.4
10274,244940,186,81,2,3,High/Medium,Lean,38,58,29,60,44,62,54,78,34,62,57,44,43,38,50,58,56.5,58.84615384615385,64.0,10.2
10276,246389,178,70,2,3,Medium/Medium,Normal,60,38,58,66,60,62,73,79,55,70,52,64,69,53,63,52,64.0,66.07692307692308,61.0,10.2
10279,248831,197,77,2,2,Medium/Medium,Lean,41,65,40,50,53,65,30,70,52,69,65,35,46,36,60,64,50.5,55.23076923076923,63.285714285714285,8.8
10280,248872,172,71,2,3,Medium/Medium,Normal,49,40,33,62,66,63,78,76,59,67,62,57,61,41,66,59,60.0,64.23076923076923,62.0,9.8
10282,250883,174,69,2,2,High/Medium,Normal,56,38,59,68,64,47,81,58,55,43,27,60,65,52,63,49,61.5,60.84615384615385,48.714285714285715,10.6
10286,252683,179,70,2,3,Medium/Medium,Normal,28,58,32,60,55,60,68,67,46,70,64,42,57,32,59,68,53.5,59.38461538461539,65.71428571428571,12.0
10291,212736,189,88,2,3,Medium/Medium,Stocky,52,68,31,51,62,61,52,74,46,78,64,57,55,37,57,60,60.5,60.61538461538461,64.28571428571429,12.6
10293,213695,178,71,2,3,High/Medium,Lean,47,49,42,61,71,60,76,64,49,46,54,54,72,47,72,53,59.0,64.15384615384616,59.0,9.6
10294,214658,182,81,2,3,High/Medium,Normal,48,54,58,60,65,67,66,73,61,65,62,57,62,48,63,62,61.0,64.23076923076923,66.0,11.2
10298,220965,179,61,2,3,Medium/Medium,Lean,53,28,46,69,61,59,77,59,52,35,26,57,64,52,63,34,61.0,61.38461538461539,49.0,12.2
10301,222387,190,84,2,3,Medium/Medium,Lean,54,62,56,68,71,50,66,70,56,51,54,48,60,58,56,56,61.5,64.23076923076923,61.714285714285715,3.8
10307,225590,173,66,2,3,Medium/Low,Lean,50,51,53,62,66,65,72,73,66,45,48,61,65,54,60,40,63.5,64.61538461538461,57.0,11.4
10311,229428,179,73,2,3,High/Low,Normal,54,49,50,67,61,72,69,44,62,30,24,59,54,61,64,36,64.5,60.84615384615385,47.42857142857143,11.0
10312,229894,178,68,2,3,High/Medium,Normal,53,40,46,65,57,61,73,75,55,58,62,60,60,45,58,63,62.5,64.0,63.142857142857146,11.4
10313,229968,170,73,2,3,Medium/Low,Normal,53,48,53,67,50,61,84,69,41,40,25,58,64,54,62,43,63.0,59.53846153846154,49.714285714285715,10.8
10318,234741,168,61,2,3,High/Medium,Stocky,55,45,60,65,65,65,86,74,69,75,62,50,69,49,68,55,64.0,67.3076923076923,65.14285714285714,9.0
10319,234785,177,72,2,2,High/Medium,Lean,38,49,32,73,65,63,82,50,46,71,59,56,64,46,66,61,60.0,65.38461538461539,63.57142857142857,7.4
10322,238923,178,74,2,4,High/High,Normal,56,46,38,59,55,62,74,91,51,75,48,65,57,55,60,42,62.0,61.38461538461539,58.142857142857146,8.6
10324,239476,179,72,2,2,High/Medium,Normal,29,58,29,62,47,65,70,69,28,59,64,48,42,41,59,63,52.5,58.0,65.28571428571429,8.8
10325,239921,168,63,2,3,Medium/Medium,Normal,47,41,53,71,59,60,90,33,40,47,26,65,61,53,59,41,62.0,60.07692307692308,46.42857142857143,8.8
10327,240341,178,72,2,3,Medium/High,Normal,40,58,32,59,69,55,69,72,61,65,59,49,50,48,53,64,58.0,61.07692307692308,63.857142857142854,11.4
10328,240891,172,67,2,2,Medium/Low,Lean,60,39,59,71,58,58,86,66,54,46,25,57,62,40,54,29,63.0,60.69230769230769,47.42857142857143,11.2
10329,241067,184,83,2,3,Medium/Medium,Stocky,39,60,38,64,72,61,51,66,43,70,64,53,60,55,52,61,57.5,63.15384615384615,63.714285714285715,9.0
10333,243881,178,74,2,4,High/High,Normal,56,45,48,63,61,59,78,91,54,65,58,49,64,50,60,51,61.0,64.15384615384616,61.857142857142854,10.2
10338,245694,177,74,2,2,High/Low,Lean,55,51,48,68,47,61,72,58,61,33,12,66,57,51,61,18,65.0,57.61538461538461,40.142857142857146,7.4
10340,246808,176,68,2,3,Medium/Medium,Normal,33,46,41,67,55,64,61,78,29,58,60,58,46,40,50,58,56.5,61.84615384615385,64.57142857142857,8.4
10342,247974,170,70,2,2,Medium/Medium,Normal,49,41,39,63,65,63,84,68,54,47,55,63,67,55,58,52,60.5,62.69230769230769,57.714285714285715,8.0
10343,248075,179,74,2,2,Medium/Medium,Normal,25,58,25,58,46,61,70,74,26,63,64,48,51,35,59,61,52.5,57.69230769230769,64.14285714285714,10.4
10345,252795,180,75,2,4,Medium/Medium,Normal,53,47,45,74,58,58,65,48,50,38,25,57,68,51,65,32,62.5,60.84615384615385,47.142857142857146,9.0
10347,202803,188,79,2,3,Medium/Medium,Normal,30,65,33,62,52,58,51,66,36,66,55,54,35,38,64,64,55.0,58.07692307692308,64.71428571428571,11.6
10358,209954,183,77,2,2,High/Medium,Normal,55,47,51,68,63,65,82,77,57,58,53,59,67,40,66,49,64.5,65.53846153846153,59.0,9.6
10360,210389,177,70,2,3,High/Medium,Lean,42,50,23,62,60,64,75,70,49,68,63,60,55,40,58,61,58.5,62.92307692307692,64.71428571428571,12.4
10361,211214,178,68,2,3,Medium/Low,Lean,51,33,54,73,59,56,76,48,57,38,13,57,57,51,62,11,62.0,58.46153846153846,39.714285714285715,10.6
10363,212237,184,77,2,3,Medium/High,Normal,41,56,48,48,68,52,60,76,52,61,66,47,60,33,64,57,55.5,60.23076923076923,62.42857142857143,11.0
10367,213635,168,69,2,3,Medium/High,Normal,49,54,31,52,59,62,73,84,52,77,66,52,57,45,54,64,57.5,61.0,64.85714285714286,10.6
10368,214099,171,63,2,3,Medium/Medium,Lean,59,44,44,66,41,69,81,63,49,58,52,65,63,49,64,52,64.0,63.23076923076923,60.0,11.0
10374,216484,174,66,2,3,Medium/Medium,Normal,60,52,55,67,56,62,87,63,57,50,37,57,64,58,52,24,64.0,60.84615384615385,47.857142857142854,9.0
10377,221631,189,82,2,3,Medium/Medium,Normal,54,54,54,64,63,61,51,74,56,55,63,64,65,46,61,49,63.0,64.07692307692308,61.285714285714285,8.6
10379,223427,184,74,2,3,Medium/High,Normal,38,61,32,56,60,62,64,74,52,69,67,42,54,35,58,61,54.5,59.53846153846154,64.0,10.4
10380,223445,176,74,2,2,High/Medium,Normal,30,61,25,58,57,64,74,73,48,62,66,41,51,39,62,64,54.0,59.23076923076923,64.71428571428571,11.2
10382,223993,171,70,2,4,Medium/Medium,Normal,55,42,47,72,58,55,90,58,51,40,24,57,60,53,48,34,62.0,60.38461538461539,47.142857142857146,11.0
10384,224243,176,69,2,3,Medium/Medium,Normal,53,47,55,68,54,57,74,67,50,52,25,59,61,59,58,20,62.5,59.07692307692308,45.57142857142857,11.2
10386,224305,174,64,2,3,Medium/Medium,Normal,44,32,40,71,59,60,78,64,40,37,28,61,63,44,58,37,60.0,61.0,48.714285714285715,12.0
10390,229508,182,77,2,3,Medium/Medium,Lean,32,64,42,56,60,62,68,84,59,70,62,52,61,40,63,57,58.0,62.07692307692308,65.0,8.6
10397,234918,170,74,2,3,High/High,Stocky,53,59,45,62,63,65,87,81,55,84,61,61,63,51,55,62,63.5,65.0,65.42857142857143,10.0
10398,234927,175,66,2,2,Medium/High,Lean,55,60,51,69,54,56,77,68,54,72,55,58,60,49,56,62,63.0,63.38461538461539,63.142857142857146,10.0
10406,239492,180,66,2,3,High/High,Lean,51,48,45,62,63,68,75,88,59,76,58,61,63,39,64,53,62.0,64.07692307692308,60.857142857142854,8.6
10408,239754,179,65,2,3,Medium/Medium,Lean,55,49,48,64,60,55,75,63,47,46,33,58,62,54,54,33,61.5,60.53846153846154,50.142857142857146,11.8
10410,242002,177,66,2,3,Medium/High,Normal,57,53,63,67,55,59,68,78,53,57,41,59,49,47,47,45,64.0,61.92307692307692,57.0,11.4
10411,242050,170,75,2,3,High/Medium,Normal,54,37,51,70,53,58,78,59,64,60,27,61,62,57,67,40,63.0,60.38461538461539,49.857142857142854,10.2
10413,243733,179,70,2,3,Medium/High,Normal,50,58,47,60,65,62,66,70,60,65,65,47,61,46,64,61,60.5,63.53846153846154,65.28571428571429,10.0
10422,202693,192,80,2,2,Medium/Medium,Normal,53,64,44,62,63,62,58,73,59,73,59,61,59,36,60,59,63.0,64.23076923076923,64.0,8.8
10423,202799,182,73,2,5,Medium/Low,Lean,55,34,54,73,48,55,71,57,56,43,23,57,62,58,60,24,62.0,58.61538461538461,44.285714285714285,12.6
10431,219492,179,75,2,3,Medium/Medium,Normal,43,55,40,59,56,54,69,84,68,79,64,43,52,40,46,65,58.0,60.53846153846154,66.14285714285714,10.8
10433,220670,178,75,2,3,High/Medium,Normal,46,50,33,64,67,57,77,71,61,57,54,59,65,46,56,44,60.0,63.61538461538461,57.714285714285715,9.2
10434,220889,173,65,2,3,Medium/Medium,Normal,58,47,58,67,63,59,73,54,55,38,34,63,64,62,59,35,62.0,61.61538461538461,50.285714285714285,8.0
10435,221270,174,63,2,2,Medium/High,Lean,54,51,41,61,65,63,77,71,45,59,62,63,62,45,58,61,61.0,64.38461538461539,63.285714285714285,12.4
10436,221620,183,71,2,3,High/Medium,Lean,60,54,55,61,48,67,62,79,55,65,59,62,58,40,62,57,64.5,64.38461538461539,64.28571428571429,13.6
10437,221709,170,71,2,2,High/High,Normal,57,52,57,73,58,63,71,79,53,67,66,64,59,58,72,58,65.5,67.3076923076923,63.857142857142854,11.0
10441,222435,180,79,2,2,Medium/High,Normal,30,58,45,49,59,63,72,78,44,65,65,57,53,45,55,62,54.0,58.69230769230769,64.0,12.2
10443,226924,181,75,2,3,Medium/Medium,Normal,50,48,46,56,62,64,67,72,62,63,60,58,63,58,56,63,61.0,63.46153846153846,62.857142857142854,9.8
10448,231498,184,87,2,4,Medium/Medium,Stocky,23,69,24,53,64,55,57,70,31,88,53,33,53,35,55,54,49.0,54.38461538461539,60.142857142857146,9.6
10451,232787,167,69,2,3,High/Low,Normal,45,45,43,68,54,54,84,72,55,47,43,56,57,50,52,43,61.5,60.84615384615385,54.0,10.0
10452,236850,179,70,2,3,Medium/Medium,Normal,32,60,34,70,65,67,71,65,38,57,63,51,65,39,56,60,60.0,65.23076923076923,65.42857142857143,11.6
10455,239505,165,54,2,3,High/Medium,Normal,41,51,34,62,61,52,93,89,43,70,38,60,57,40,52,51,59.0,61.53846153846154,56.142857142857146,9.6
10457,242739,175,68,2,4,Medium/High,Normal,57,44,50,64,58,61,81,65,51,58,58,63,57,60,61,47,63.0,62.69230769230769,57.42857142857143,13.2
10458,243745,183,76,2,4,Medium/Medium,Lean,58,57,59,66,63,59,66,85,65,66,49,59,64,61,62,47,63.5,64.38461538461539,59.142857142857146,9.8
10462,246939,178,65,2,3,Medium/Medium,Normal,47,51,32,63,62,66,57,81,52,74,58,61,59,51,50,59,61.5,64.38461538461539,63.857142857142854,9.0
10463,248057,179,75,2,2,Medium/Medium,Normal,47,38,42,59,65,59,66,73,43,71,66,61,59,61,59,58,59.0,63.07692307692308,63.285714285714285,11.4
10464,248101,178,70,2,3,Medium/Medium,Normal,58,49,40,62,62,59,72,73,60,58,62,59,58,42,45,48,62.0,64.07692307692308,59.857142857142854,13.4
10465,250857,175,68,2,3,Medium/Medium,Normal,43,45,41,59,62,63,72,61,56,51,58,51,67,49,64,66,59.0,63.69230769230769,62.57142857142857,10.4
10468,251055,172,65,2,3,Medium/Medium,Normal,45,46,38,61,64,70,81,75,47,61,64,59,63,43,61,56,59.0,63.76923076923077,63.0,12.6
10470,252329,182,75,2,3,Medium/Medium,Lean,24,66,29,58,52,52,52,70,24,40,60,38,28,38,65,68,47.5,53.30769230769231,64.28571428571429,11.0
10474,202464,183,73,2,3,High/Medium,Normal,56,55,58,65,59,60,71,70,57,57,48,60,62,42,56,41,63.0,62.53846153846154,56.142857142857146,10.2
10476,206202,185,82,2,3,Medium/Medium,Normal,58,55,51,65,67,53,68,82,66,73,46,60,63,69,69,52,64.0,65.0,60.42857142857143,14.0
10478,209625,184,78,2,4,High/Medium,Normal,46,52,39,61,68,64,69,75,48,58,64,58,65,42,64,53,59.5,64.0,62.0,8.8
10481,211144,181,75,2,3,Medium/Medium,Lean,54,61,37,65,57,58,78,70,37,45,60,61,60,50,51,58,62.0,62.61538461538461,62.857142857142854,11.2
10482,212099,174,70,2,4,Medium/Medium,Normal,58,39,63,69,63,59,74,76,60,64,67,53,62,62,68,64,61.5,64.61538461538461,62.57142857142857,12.6
10488,213984,168,67,2,2,Medium/Medium,Normal,45,42,45,68,65,62,88,72,46,53,58,57,65,49,65,46,61.0,64.3076923076923,57.142857142857146,11.8
10489,214054,175,74,2,4,Medium/Low,Normal,57,38,54,63,57,63,74,72,58,37,44,62,65,67,56,23,62.5,62.30769230769231,52.714285714285715,11.0
10492,214285,173,72,2,2,High/Medium,Normal,37,55,38,40,31,65,77,84,29,61,59,50,39,50,56,61,53.0,54.69230769230769,63.42857142857143,11.2
10493,214362,170,72,2,2,Medium/Medium,Stocky,59,49,61,70,55,58,79,60,58,63,32,54,59,62,63,23,64.0,60.61538461538461,51.285714285714285,12.4
10495,216493,187,79,2,3,Medium/Medium,Normal,31,58,38,49,39,66,58,77,35,65,66,34,46,46,55,69,50.5,55.07692307692308,66.57142857142857,11.2
